Internship Id,Duration,Opening,Number of Applications,Stipend Amount,Posting Month,Posting Year,Days Since Posted,Number of Skills,Number of Perks,Role,Company Name,Duration Category,Stipend Currency,Application Volume,City,Country
2460511,6,5,0.0,3000.0,,,,5,4,Customer Service/Customer Support Internship (Remote),Codematics Solution LLP,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460517,6,2,0.0,8000.0,,,,11,2,Full Stack Development Internship (Part time/Remote),Ignis Tech Solutions,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460389,6,2,0.0,15000.0,,,,2,0,Cinematography Internship,Rajusha Productions,Long-term (5-6 months),INR,Early Applicant,('Mumbai',Goa Velha')
2459918,3,4,0.0,2000.0,,,,4,2,Video Editing/Making Internship (Remote),Sahal Vp,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460128,6,1,0.0,10000.0,,,,4,3,IT Assistant Internship,Cleantech Solar,Long-term (5-6 months),INR,Early Applicant,('Thane,)
2460366,3,2,0.0,10000.0,,,,4,1,Business Development (Sales) Internship,Good Grown,Medium-term (3-4 months),INR,Early Applicant,('Bangalore,'Bangalore')
2460363,3,2,0.0,20000.0,,,,8,4,Operations Internship,Scinuvo Consumer Products LLP,Medium-term (3-4 months),INR,Early Applicant,('Navi Mumbai',Panvel')
2460361,6,2,0.0,5000.0,,,,4,4,Videography Internship,Mayapuri Group,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2460355,6,10,0.0,3000.0,,,,9,4,Digital Marketing Internship (Part time/Remote),Brandninja,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2460451,3,3,0.0,3000.0,,,,3,6,Business Development (Sales) Internship,Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2459583,6,20,0.0,2000.0,,,,3,3,Business Development (Sales) Internship (Remote),CYBSS,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459674,3,12,0.0,10000.0,,,,1,0,HR Consultant Internship,Accord Manpower Services,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2459907,6,1,0.0,3000.0,,,,1,2,Jewelry Design Internship (Part time/Remote),She Said Yes,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459778,1,1,0.0,2000.0,,,,3,1,Social Media Marketing Internship (Part time/Remote),BIX TRADERS,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2460344,6,2,0.0,10000.0,,,,7,2,Content Writing Internship,Awrange Digital Solutions LLP,Long-term (5-6 months),INR,Early Applicant,('Pune',Gwalior West')
2460337,6,5,0.0,5000.0,,,,8,4,Travel & Tourism Internship (Part time),Refresh Holidays,Long-term (5-6 months),INR,Early Applicant,('Aurangabad',)
2451194,6,100,0.0,15000.0,,,,1,2,E-commerce Associate Internship,ICCS Limited,Long-term (5-6 months),INR,Early Applicant,('Navi Mumbai',Panvel')
2460475,3,14,0.0,5000.0,,,,5,4,AI Data Entry Internship (Part time/Remote),Codematics Solution LLP,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460341,3,2,0.0,8000.0,,,,6,4,Graphic Design Internship,Pavingo,Medium-term (3-4 months),INR,Early Applicant,('Wagholi,)
2460485,3,7,0.0,3000.0,,,,7,4,Python Development Internship (Remote),Codematics Solution LLP,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460491,3,10,0.0,3000.0,,,,0,0,Content Development (English) Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459768,3,2,0.0,7000.0,,,,2,4,Sales Executive Internship,Weatherbond Buildcare Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Mehsana,)
2460494,3,10,0.0,3000.0,,,,0,0,Booking Coordination Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460497,6,6,0.0,3000.0,,,,7,4,WordPress Development Internship (Remote),Codematics Solution LLP,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460503,3,5,0.0,5000.0,,,,0,0,Human Resources (HR) Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459691,6,2,0.0,10000.0,,,,2,0,Sales Consultant Internship,Chetan K,Long-term (5-6 months),INR,Early Applicant,('Bangalore','Bangalore')
2460506,3,5,0.0,5000.0,,,,0,0,HR Consultant Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459694,3,2,0.0,2000.0,,,,6,3,Digital Marketing Internship (Part time/Remote),Aristo Kids,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460315,4,3,0.0,8000.0,,,,7,4,Operations Internship,Green Chillies Motion Pictures,Medium-term (3-4 months),INR,Early Applicant,('Mumbai',Andhra Pradesh')
2459405,2,4,0.0,1000.0,,,,4,3,Social Media Marketing Internship (Part time/Remote),Adiray Global Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458728,6,2,0.0,15000.0,,,,3,3,Backend Development Internship,Technoscion Solutions,Long-term (5-6 months),INR,Early Applicant,('Hyderabad','Hyderabad')
2459765,6,1,0.0,10000.0,,,,4,2,Marketing Internship,E4 Softwares,Long-term (5-6 months),INR,Early Applicant,('Mumbai','Mumbai')
2459761,6,3,0.0,10000.0,,,,8,5,Community Management Internship (Remote),Bobble Keyboard,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2460481,3,10,0.0,3000.0,,,,0,0,Translation Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459752,3,5,0.0,5000.0,,,,7,2,Business Development (Sales) Internship (Remote),SkillDeck,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460294,6,1,0.0,10000.0,,,,3,0,Human Resources (HR) Internship,Dialmaz Exports,Long-term (5-6 months),INR,Early Applicant,('Delhi',Nashik')
2459436,4,3,0.0,8000.0,,,,5,3,Digital Marketing Internship,Danish  Khan,Medium-term (3-4 months),INR,Early Applicant,('Agra',)
2460386,2,2,0.0,8000.0,,,,1,0,Subject Matter Expert (Operations Management) Internship (Part time/Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460276,6,4,0.0,3500.0,,,,2,4,Psychology Internship,BODHIVIEW PRIVATE LIMITED,Long-term (5-6 months),INR,Early Applicant,('Bangalore',)
2460276,6,4,0.0,3500.0,,,,2,4,Psychology Internship,BODHIVIEW PRIVATE LIMITED,Long-term (5-6 months),INR,Early Applicant,('Bangalore',)
2460472,3,10,0.0,3000.0,,,,0,0,Typing Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460471,3,10,0.0,3000.0,,,,0,0,Data Entry Internship (Remote),Infinity Magazine,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459666,6,2,0.0,8000.0,,,,6,6,Social Media Marketing Internship,GTECH Products Private Limited,Long-term (5-6 months),INR,Early Applicant,('Jaipur',Keralapuram')
2459663,3,4,0.0,7800.0,,,,1,0,Telecalling Internship,"Prestige Institute Of Global Management, Indore",Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460469,6,3,0.0,3000.0,,,,4,3,Content Writing Internship (Part time/Remote),Breakout,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2459661,6,5,0.0,10000.0,,,,2,2,HR Consultant Internship,Hono.ai,Long-term (5-6 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2460265,6,1,0.0,10000.0,,,,6,1,Product Marketing Internship (Part time/Remote),UNidraa Lifestyle Private Limited,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2460433,3,3,0.0,7000.0,,,,3,6,Business Development (Inside-sales) Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460260,3,2,0.0,10000.0,,,,5,3,Influencer Marketing Internship,Social Jam,Medium-term (3-4 months),INR,Early Applicant,('Delhi',Nagpur')
2459657,2,1,0.0,1000.0,,,,3,5,Digital Marketing & Sales Internship (Part time/Remote),SnapLink Media,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2460258,3,2,0.0,4000.0,,,,8,5,Search Engine Optimization (SEO) Internship (Remote),Bangla Khabor,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459654,4,3,0.0,10000.0,,,,1,5,Field Sales Internship,Ibaadat Enterprises LLP,Medium-term (3-4 months),INR,Early Applicant,('Mumbai',Pimpri-Chinchwad')
2460454,2,5,0.0,6000.0,,,,6,3,Content Writing Internship (Remote),Unibots,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460250,3,2,0.0,6000.0,,,,4,4,Social Media Marketing Internship (Part time),Instawings India Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Karnataka','Bangalore')
2459586,3,6,0.0,5000.0,,,,3,1,Business To Business Sales Internship,Arham Share Pvt. Ltd.,Medium-term (3-4 months),INR,Early Applicant,('Mumbai','Mumbai')
2459588,6,2,0.0,20000.0,,,,2,2,Database Building/Management Internship,Mahima Gulati,Long-term (5-6 months),INR,Early Applicant,('Delhi',Ghaziabad')
2459650,1,1,0.0,10000.0,,,,5,2,Customer Service/Customer Support Internship (Part time),Sepoy & Co.,Short-term (1-2 months),INR,Early Applicant,('Delhi',Nashik')
2460237,3,1,0.0,15000.0,,,,6,5,Operations Internship,Tungsten Studio Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Noida','Noida')
2459740,6,5,0.0,1000.0,,,,7,2,Inside Sales Internship (Part time/Remote),Onrr Collection,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2460231,2,5,0.0,8000.0,,,,6,1,Marketing Internship,Spectrum Stainless,Short-term (1-2 months),INR,Early Applicant,('Ahmedabad,Andhra Pradesh')
2450783,2,20,0.0,12000.0,,,,5,4,Web Development Internship (Part time/Remote),SD Recruitment,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460116,6,1,0.0,10000.0,,,,2,2,Operations Internship (Remote),FreJun Incorporation,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2459747,2,3,0.0,8000.0,,,,6,0,Visual Design Internship,Bummer,Short-term (1-2 months),INR,Early Applicant,('Ahmedabad',)
2460438,3,1,0.0,2000.0,,,,5,5,Social Media Marketing Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460437,3,2,0.0,7000.0,,,,3,6,Inside Sales Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460435,3,1,0.0,3000.0,,,,4,6,Human Resources (HR) Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460431,6,10,0.0,10000.0,,,,14,4,Software Development Internship (Remote),Blackcoffer,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2459609,3,2,0.0,5000.0,,,,7,2,Human Resources (HR) Internship,SANIDHYA SANSAR VENTURES,Medium-term (3-4 months),INR,Early Applicant,('Dehradun','Dehradun')
2460428,3,2,0.0,8000.0,,,,3,6,Field Sales Internship,Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460430,3,1,0.0,7000.0,,,,4,5,Graphic Design Internship,Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore',)
2460426,3,2,0.0,2000.0,,,,3,5,E-commerce Operations Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460427,3,1,0.0,5000.0,,,,1,6,E-Commerce Catalog Management Internship,Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2460421,3,2,0.0,2500.0,,,,2,5,Data Entry Internship (Part time),Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2459615,2,2,0.0,5000.0,,,,1,3,Marketing Internship (Remote),Ganga Narayan Das,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2460422,3,2,0.0,7000.0,,,,4,5,Lead Generation Internship,Heterize Infotech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore','Indore')
2459751,3,2,0.0,3000.0,,,,5,3,Social Media Marketing Internship (Remote),SERAJ RUGS,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460213,3,3,0.0,5000.0,,,,4,1,Digital Marketing Internship,Fusion Market Research,Medium-term (3-4 months),INR,Early Applicant,('Pune,'Pune')
2460417,6,3,0.0,6000.0,,,,11,2,Full Stack Development Internship (Remote),Digital Ipsum,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2459763,3,2,0.0,10000.0,,,,3,3,Project coordinator Internship,Wellness Extract,Medium-term (3-4 months),INR,Early Applicant,('Ambala Cantt',)
2459766,1,1,0.0,1000.0,,,,3,4,Content Development (English) Internship (Remote),Anuj Arora,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2459789,3,4,0.0,0.0,,,,4,4,Content Creation And Media Advocacy Internship (Part time/Remote),Swayam Foundation,Medium-term (3-4 months),Unpaid,Early Applicant,('Work from home','Work from home')
2460405,3,10,0.0,4000.0,,,,5,2,Search Engine Optimization (SEO) Internship (Remote),Digital Ipsum,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460402,3,5,0.0,4000.0,,,,7,2,Social Media Marketing Internship (Remote),Digital Ipsum,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2459817,6,3,0.0,3000.0,,,,6,1,Administration Internship (Part time/Remote),The Performers' Club,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459820,4,10,0.0,4000.0,,,,5,3,Business Development (Sales) Internship (Remote),Roshni Real Estate Consultants,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459827,3,4,0.0,12000.0,,,,7,5,Digital Marketing Internship,Punjabi Ghasitaram - World Of Sweets,Medium-term (3-4 months),INR,Early Applicant,('Mumbai',Mumbai')
2459835,3,1,0.0,12000.0,,,,7,5,Business Development (Sales) Internship,Providentia Labs Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad','Hyderabad')
2460180,3,1,0.0,5000.0,,,,6,4,Digital Marketing Internship (Remote),Intellve Solutions Pvt Ltd,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460171,3,5,0.0,5000.0,,,,1,3,Film Production Internship,Kanchan Cassette & Series (KSeries),Medium-term (3-4 months),INR,Early Applicant,('Jaipur',)
2460169,2,5,0.0,8000.0,,,,6,3,Social Media Marketing Internship,CloudEye Technologies India Private Limited,Short-term (1-2 months),INR,Early Applicant,('Visakhapatnam',Ongole')
2460167,3,2,0.0,6000.0,,,,6,3,Content Writing Internship,Sarayu Trust,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Noida')
2459700,2,3,0.0,10000.0,,,,2,2,Journalism Internship,CII News,Short-term (1-2 months),INR,Early Applicant,('Noida',)
2460153,3,1,0.0,6000.0,,,,2,5,Business Development (Sales) Internship,Kikibix,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2459865,6,50,0.0,1000.0,,,,1,3,Finance Internship (Part time/Remote),InfoRiders Group,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2460370,2,3,0.0,18000.0,,,,1,0,Subject Matter Expert (Computer Science) Internship (Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460369,3,15,0.0,5000.0,,,,3,1,Subject Matter Expert (Inorganic Chemistry) Internship (Part time/Remote),Kunduz Technologies,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2459871,3,1,0.0,10000.0,,,,9,4,Founders Office Internship,EventGraphia,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2460360,2,2,0.0,8000.0,,,,1,0,Subject Matter Expert (Psychology) Internship (Part time/Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460150,6,2,0.0,5000.0,,,,4,4,Interior Design Internship,Alcove Launchpad,Long-term (5-6 months),INR,Early Applicant,('Thane,'Mumbai')
2460148,3,1,0.0,7500.0,,,,7,4,Social Media Marketing Internship,Brand Aesthetics,Medium-term (3-4 months),INR,Early Applicant,('Mumbai','Mumbai')
2460147,2,1,0.0,8000.0,,,,5,5,Digital Marketing Internship,Kaavo,Short-term (1-2 months),INR,Early Applicant,('Mumbai','Mumbai')
2460359,2,2,0.0,8000.0,,,,2,0,Subject Matter Expert (Biology) Internship (Part time/Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460375,3,15,0.0,5000.0,,,,3,1,Subject Matter Expert (Anatomy And Physiology) Internship (Part time/Remote),Kunduz Technologies,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460372,3,5,0.0,5000.0,,,,3,1,Subject Matter Expert (Physical Chemistry) Internship (Part time/Remote),Kunduz Technologies,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460348,2,3,0.0,18000.0,,,,2,0,Subject Matter Expert- Advanced Mathematics Internship (Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460334,3,4,0.0,10000.0,,,,1,0,Football Content Internship (Remote),Sportskeeda,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460132,3,2,0.0,10000.0,,,,2,2,Dietetics/Nutrition Internship (Remote),Healeo Nutrition,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460352,1,1200,0.0,20.0,,,,3,3,1 Week Virtual Charity Drive (Fundraising) Internship (Part time/Remote),Basti Ki Pathshala Foundation,Short-term (1-2 months),Unknown,Early Applicant,('Work from home',)
2460299,6,1,0.0,15000.0,,,,1,0,Content Writing Internship (Remote),Moretasks Business Solution Limited,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460346,1,2,0.0,10000.0,,,,3,4,Telecalling Internship (Remote),Deveazy,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460338,6,3,0.0,15000.0,,,,4,4,Product Management (Placement) Internship,Bosscoder Academy,Long-term (5-6 months),INR,Early Applicant,('Noida',)
2460121,6,4,0.0,10000.0,,,,2,4,Business Development (Sales) Internship (Part time),Oshiyan Jewels,Long-term (5-6 months),INR,Early Applicant,('Vapi,'Mumbai')
2460331,1,2,0.0,15000.0,,,,6,0,Business Development (Sales) Internship (Remote),Deveazy,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460252,5,20,0.0,1000.0,,,,1,0,MS Office Support Internship (Part time/Remote),Codecraft IT Solutions,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460326,1,2,0.0,15000.0,,,,4,0,Data Entry Internship (Remote),Deveazy,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2447812,3,5,0.0,8000.0,,,,1,6,Fashion Design Internship (Part time),Utsav Fashion Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Delhi')
2460247,3,5,0.0,10000.0,,,,1,1,English Content Editing Internship (Part time/Remote),Vaidik EduServices Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460244,2,2,0.0,8000.0,,,,2,0,Subject Matter Expert- Advanced Physics Internship (Part time/Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2459883,3,2,0.0,18000.0,,,,5,5,Partnership Internship,EkStep,Medium-term (3-4 months),INR,Early Applicant,('Bangalore','Bangalore')
2459884,6,2,0.0,2000.0,,,,5,2,Influencer Marketing Internship (Remote),Utkarsh  Patel,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459842,6,15,0.0,5000.0,,,,9,6,Software Development Engineering & Mentoring Internship,Codefeast,Long-term (5-6 months),INR,Early Applicant,('Chennai',)
2459330,3,2,0.0,5000.0,,,,4,7,Human Resources (HR) Internship,Altum,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon',Nashik')
2458679,3,8,0.0,10000.0,,,,3,5,Fashion Design Internship (Remote),Bratma Crafts,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2460094,6,1,0.0,4000.0,,,,4,4,Social Media Marketing Internship (Part time/Remote),East Coast Hospitality,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458474,6,1,0.0,5000.0,,,,6,1,Content Writing Internship,Shubhlaabh Real Estate Private Limited,Long-term (5-6 months),INR,Early Applicant,('Palghar,'Mumbai')
2460297,6,3,0.0,5000.0,,,,3,5,Operations Internship,Deveazy,Long-term (5-6 months),INR,Early Applicant,('Bangalore',)
2460229,2,10,0.0,3000.0,,,,1,1,Subject Matter Expert (Finance) Internship (Part time/Remote),Vaidik EduServices Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460230,1,1000,0.0,20.0,,,,3,3,Community Influencing Internship (Part time/Remote),Basti Ki Pathshala Foundation,Short-term (1-2 months),Unknown,Early Applicant,('Work from home',)
2460287,6,2,0.0,5000.0,,,,6,5,Full Stack Development Internship,Deveazy,Long-term (5-6 months),INR,Early Applicant,('Bangalore',)
2460086,3,5,0.0,10000.0,,,,1,2,Human Resources (HR) Internship,Zucol Group Of Companies,Medium-term (3-4 months),INR,Early Applicant,('Jaipur','Jaipur')
2459480,6,10,0.0,10000.0,,,,3,0,Field Sales Internship,P'sha Enterprise,Long-term (5-6 months),INR,Early Applicant,('Thane',Panvel')
2460189,6,6,0.0,10000.0,,,,5,2,B2B Sales & Marketing Internship (Remote),Intesome,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2454518,6,1,0.0,7000.0,,,,3,2,Vendor And HR Manager Internship,Ewan Business Solutions Private Limited,Long-term (5-6 months),INR,Early Applicant,('Pune',Pimpri-Chinchwad')
2460185,6,5,0.0,10000.0,,,,5,2,International Business Development Internship (Remote),Intesome,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460074,6,2,0.0,10000.0,,,,4,1,Media & Public Relations (PR) Internship,The Pen Project,Long-term (5-6 months),INR,Early Applicant,('Mumbai','Mumbai')
2460073,3,10,0.0,8000.0,,,,6,4,Business Development (Sales) Internship (Remote),Beats N Flicks,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460149,6,2,0.0,5400.0,,,,5,1,Customer Service/Customer Support Internship (Remote),Munish Batra,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2459940,2,3,0.0,4000.0,,,,5,2,Resume Writing (Applications) Internship (Remote),Enshrine Global Systems,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460071,6,2,0.0,14000.0,,,,3,4,Architecture Internship,Art Livings,Long-term (5-6 months),INR,Early Applicant,('Delhi',)
2459593,6,2,0.0,7000.0,,,,5,2,Human Resources (HR) Internship,Bloom Media,Long-term (5-6 months),INR,Early Applicant,('Indore',Nashik')
2460061,6,5,0.0,2000.0,,,,4,3,WordPress Development Internship (Remote),Websoftera It Services And Software Development & Marketing Private Limited,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459247,6,2,0.0,1000.0,,,,3,3,Sales Consultant Internship,PARV Financial Services,Long-term (5-6 months),INR,Early Applicant,('Patna',Gwalior West')
2458736,2,2,0.0,3000.0,,,,2,2,HR Consultant Internship,Troopr Works,Short-term (1-2 months),INR,Early Applicant,('Mumbai','Mumbai')
2459332,3,2,0.0,12000.0,,,,4,5,Visual Merchandising And Graphic Design Internship (Part time),Savorworks Artisans Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Delhi',Gurgaon')
2459607,3,2,0.0,10000.0,,,,2,3,Social Media Marketing Internship,Arihant Build - Mart Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Chennai','Chennai')
2459519,6,5,0.0,10000.0,,,,3,4,Marketing Internship,Bribooks,Long-term (5-6 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2458644,2,1,0.0,8000.0,,,,2,4,Social Media Manager And Content Creator Internship,Pi Cancer Care (A Unit Of Solvprob Innovations PVT LTD),Short-term (1-2 months),INR,Early Applicant,('Hyderabad','Hyderabad')
2460232,4,700,0.0,20.0,,,,3,3,Empowering Social Entrepreneurs Internship (Part time/Remote),Basti Ki Pathshala Foundation,Medium-term (3-4 months),Unknown,Early Applicant,('Work from home',)
2460047,3,2,0.0,5000.0,,,,2,2,Digital Marketing Internship,Digital Romans,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2459544,6,1,0.0,10000.0,,,,7,1,Graphic Design Internship,Capture Art,Long-term (5-6 months),INR,Early Applicant,('Mumbai','Mumbai')
2460045,6,5,0.0,4000.0,,,,7,2,Graphic Design Internship (Remote),Frisky Designs,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2445145,3,1,0.0,2500.0,,,,8,1,Marketing Internship (Part time),Burger  Buddy,Medium-term (3-4 months),INR,Early Applicant,('Jhansi','Jhansi')
2460029,6,2,0.0,10000.0,,,,2,3,Human Resources (HR) Internship,WalkingTree Technologies,Long-term (5-6 months),INR,Early Applicant,('Agra,'Noida')
2460168,3,1,0.0,15000.0,,,,3,5,Quality Analyst Internship,Rizzle,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad',)
2459326,3,20,0.0,5000.0,,,,3,2,Business Development (Sales) Internship (Remote),Daddy's Infotech,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2460156,6,1,0.0,15000.0,,,,3,2,Event Data Management Internship (Remote),Goodera,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2460170,1,4,0.0,5000.0,,,,5,5,Human Resources (HR) Internship,CollegeTips Ed Tech Media Private Limited,Short-term (1-2 months),INR,Early Applicant,('Delhi,)
2460159,1,2,0.0,2000.0,,,,5,2,Human Resources (HR) Internship (Remote),Gharpayy,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2460008,3,4,0.0,8000.0,,,,8,4,Digital Marketing Internship,Digics Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Ghaziabad,Noida')
2459475,3,2,0.0,3000.0,,,,6,0,Client Relationship Internship,Anirudh  Malpani,Medium-term (3-4 months),INR,Early Applicant,('Jabalpur',)
2459490,5,3,0.0,6000.0,,,,2,3,Business Development (Sales) Internship (Remote),Fusion Gifts,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459301,6,2,0.0,4000.0,,,,3,3,Web Development and Graphic Design Internship (Remote),Bytical,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458784,3,5,0.0,10000.0,,,,4,3,Lead Generation Internship (Remote),Resolute AI Software Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2459515,2,5,0.0,3000.0,,,,3,3,Online Marketing Internship,FranTiger Business Consulting Private Limited,Short-term (1-2 months),INR,Early Applicant,('Bangalore',Mumbai')
2457858,3,5,0.0,2000.0,,,,4,3,Video Editing/Making Internship (Remote),Sushmita Sen,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2459516,5,4,0.0,4000.0,,,,5,3,Event Management Internship,Xeel Events,Long-term (5-6 months),INR,Early Applicant,('Pitampura,South East')
2459421,6,2,0.0,5000.0,,,,7,3,Digital Marketing Internship (Remote),Ritesh Yadav,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2459998,3,2,0.0,10000.0,,,,4,2,Recruitment Internship,ABC Consultants,Medium-term (3-4 months),INR,Early Applicant,('Delhi,'Mumbai')
2459554,3,5,0.0,0.0,,,,6,1,Law/Legal Internship (Remote),S Singh,Medium-term (3-4 months),Unpaid,Early Applicant,('Work from home','Work from home')
